Case,Activity,Timestamp,Resource,Injection
,,,,
4575,Make decision,45:31.7,Manager-000006,
,,,,
4575,Notify accept,48:24.0,Manager-000002,
,,,,
4575,Deliver card,00:55.5,Manager-000001,
,,,,
4575,EVENT 13 END,01:32.9,,
,,,,
4596,Check for completeness,33:13.6,Clerk-000004,
,,,,
4596,New online application received,33:13.6,,
,,,,
4596,Perform checks,57:03.7,Clerk-000006,
,,,,
4596,Make decision,58:54.4,Manager-000005,
,,,,
4596,Notify accept,01:53.0,Manager-000002,
,,,,
4596,Deliver card,19:17.9,Manager-000001,
,,,,
4596,EVENT 13 END,21:29.1,,
,,,,
4597,Check for completeness,09:08.4,Clerk-000003,
,,,,
4597,New online application received,09:08.4,,
,,,,
4597,Perform checks,10:52.0,Clerk-000002,
,,,,
4597,Make decision,12:53.6,Manager-000003,
,,,,
4597,Notify accept,13:27.6,Manager-000006,
,,,,
4597,Deliver card,18:24.6,Manager-000004,
,,,,
4597,EVENT 13 END,28:01.3,,
,,,,
4599,Check for completeness,43:50.0,Clerk-000004,
,,,,
4599,New online application received,43:50.0,,
,,,,
4599,Perform checks,44:43.4,Clerk-000006,
,,,,
4599,Make decision,47:14.2,Manager-000003,
,,,,
4599,notify reject,52:28.3,Manager-000006,
,,,,
4599,review request received,05:17.2,,
,,,,
4599,Check for completeness,05:27.2,Clerk-000003,
,,,,
4599,Request info,06:14.9,Manager-000004,
,,,,
4599,info received,29:54.2,,
,,,,
4599,Check for completeness,30:04.2,Clerk-000002,
,,,,
4599,Perform checks,43:56.2,Clerk-000005,
,,,,
4599,Make decision,07:10.9,Manager-000005,
,,,,
4599,notify reject,08:54.8,Manager-000002,
,,,,
4599,review request received,31:32.3,,
,,,,
4599,Check for completeness,31:42.3,Clerk-000006,
,,,,
4599,Request info,49:35.6,Manager-000003,
,,,,
4599,info received,51:14.9,,
,,,,
4599,Check for completeness,51:24.9,Clerk-000005,
,,,,
4599,Perform checks,59:21.9,Clerk-000003,
,,,,
4599,Make decision,00:48.5,Manager-000004,
,,,,
4599,notify reject,10:44.8,Manager-000001,
,,,,
4599,review request received,29:49.1,,
,,,,
4599,Check for completeness,29:59.1,Clerk-000002,
,,,,
4599,Perform checks,30:24.1,Clerk-000004,
,,,,
4599,Make decision,00:24.0,Manager-000004,
,,,,
4599,Notify accept,09:08.5,Manager-000003,
,,,,
4599,Deliver card,15:14.6,Manager-000005,
,,,,
4599,EVENT 13 END,19:05.3,,
,,,,
4602,Check for completeness,37:35.9,Clerk-000003,
,,,,
4602,New online application received,37:35.9,,
,,,,
4602,Perform checks,55:14.3,Clerk-000001,
,,,,
4602,Make decision,01:47.6,Manager-000005,
,,,,
4602,Notify accept,06:59.4,Manager-000003,
,,,,
4602,Deliver card,24:33.0,Manager-000006,
,,,,
4602,EVENT 13 END,46:15.5,,
,,,,
4603,Check for completeness,55:21.8,Clerk-000005,
,,,,
4603,New online application received,55:21.8,,
,,,,
4603,Request info,02:42.2,Manager-000002,
,,,,
4603,info received,05:31.3,,
,,,,
4603,Check for completeness,05:41.3,Clerk-000003,
,,,,
4603,Request info,06:32.5,Manager-000001,
,,,,
4603,info received,17:03.1,,
,,,,
4603,Check for completeness,17:13.1,Clerk-000001,
,,,,
4603,Perform checks,24:46.2,Clerk-000006,
,,,,
4603,Make decision,28:54.6,Manager-000006,
,,,,
4603,Notify accept,30:47.3,Manager-000004,
,,,,
4603,Deliver card,35:48.1,Manager-000003,
,,,,
4603,EVENT 13 END,03:24.1,,
,,,,
4605,Check for completeness,17:51.3,Clerk-000004,
,,,,
4605,New online application received,17:51.3,,
,,,,
4605,Perform checks,21:38.0,Clerk-000005,
,,,,
4605,Make decision,21:53.3,Manager-000005,
,,,,
4605,Notify accept,24:12.3,Manager-000002,
,,,,
4605,Deliver card,26:57.2,Manager-000001,
,,,,
4605,EVENT 13 END,27:40.8,,
,,,,
4608,Check for completeness,46:36.5,Clerk-000004,
,,,,
4608,New online application received,46:36.5,,
,,,,
4608,Perform checks,47:45.9,Clerk-000005,
,,,,
4608,Make decision,50:30.5,Manager-000001,
,,,,
4608,notify reject,00:14.5,Manager-000004,
,,,,
4608,time out,04:45.3,,
,,,,
4608,EVENT 13 END,04:55.3,,
,,,,
4623,Check for completeness,47:26.1,Clerk-000001,
,,,,
4623,New online application received,47:26.1,,
,,,,
4623,Perform checks,11:02.9,Clerk-000004,
,,,,
4623,Make decision,23:54.2,Manager-000003,
,,,,
4623,notify reject,26:30.2,Manager-000002,
,,,,
4623,time out,27:41.3,,
,,,,
4623,EVENT 13 END,27:51.3,,
,,,,
4626,Check for completeness,43:28.5,Clerk-000001,
,,,,
4626,New online application received,43:28.5,,
,,,,
4626,Request info,44:02.0,Manager-000002,
,,,,
4626,info received,57:57.8,,
,,,,
4626,Check for completeness,58:07.8,Clerk-000005,
,,,,
4626,Request info,04:25.7,Manager-000004,
,,,,
4626,info received,05:10.1,,
,,,,
4626,Check for completeness,05:20.1,Clerk-000002,
,,,,
4626,Perform checks,08:03.4,Clerk-000004,
,,,,
4626,Make decision,40:04.4,Manager-000001,
,,,,
4626,Notify accept,42:31.8,Manager-000005,
,,,,
4626,Deliver card,45:51.3,Manager-000003,
,,,,
4626,EVENT 13 END,06:14.4,,
,,,,
4629,Check for completeness,15:23.9,Clerk-000004,
,,,,
4629,New online application received,15:23.9,,
,,,,
4629,Perform checks,20:57.1,Clerk-000001,
,,,,
4629,Make decision,24:14.2,Manager-000001,
,,,,
4629,notify reject,33:51.6,Manager-000005,
,,,,
4629,review request received,58:12.4,,
,,,,
4629,Check for completeness,58:22.4,Clerk-000004,
,,,,
4629,Request info,58:49.7,Manager-000004,
,,,,
4629,info received,59:49.5,,
,,,,
4629,Check for completeness,59:59.5,Clerk-000001,
,,,,
4629,Request info,18:13.8,Manager-000003,
,,,,
4629,info received,26:19.6,,
,,,,
4629,Check for completeness,26:29.6,Clerk-000002,
,,,,
4629,Request info,32:51.4,Manager-000002,
,,,,
4629,info received,34:22.2,,
,,,,
4629,Check for completeness,34:32.2,Clerk-000004,
,,,,
4629,Request info,37:00.3,Manager-000006,
,,,,
4629,info received,38:45.2,,
,,,,
4629,Check for completeness,38:55.2,Clerk-000001,
,,,,
4629,Request info,50:05.0,Manager-000003,
,,,,
4629,info received,06:29.2,,
,,,,
4629,Check for completeness,06:39.2,Clerk-000003,
,,,,
4629,Perform checks,14:28.5,Clerk-000002,
,,,,
4629,Make decision,22:13.4,Manager-000004,
,,,,
4629,Notify accept,33:08.4,Manager-000006,
,,,,
4629,Deliver card,35:43.9,Manager-000001,
,,,,
4629,EVENT 13 END,16:36.6,,
,,,,
4633,Check for completeness,13:42.1,Clerk-000001,
,,,,
4633,New online application received,13:42.1,,
,,,,
4633,Perform checks,17:45.8,Clerk-000005,
,,,,
4633,Make decision,19:35.7,Manager-000004,
,,,,
4633,Notify accept,36:30.5,Manager-000006,
,,,,
4633,Deliver card,47:16.5,Manager-000002,
,,,,
4633,EVENT 13 END,55:33.5,,
,,,,
4642,Check for completeness,08:12.2,Clerk-000005,
,,,,
4642,New online application received,08:12.2,,
,,,,
4642,Request info,14:53.9,Manager-000002,
,,,,
4642,info received,25:12.6,,
,,,,
4642,Check for completeness,25:22.6,Clerk-000006,
,,,,
4642,Request info,31:45.5,Manager-000006,
,,,,
4642,info received,36:24.5,,
,,,,
4642,Check for completeness,36:34.5,Clerk-000002,
,,,,
4642,Perform checks,50:17.0,Clerk-000003,
,,,,
4642,Make decision,55:38.6,Manager-000005,
,,,,
4642,Notify accept,00:33.3,Manager-000004,
,,,,
4642,Deliver card,03:50.2,Manager-000002,
,,,,
4642,EVENT 13 END,12:48.3,,
,,,,
4644,Check for completeness,02:11.8,Clerk-000001,
,,,,
4644,New online application received,02:11.8,,
,,,,
4644,Perform checks,36:07.4,Clerk-000006,
,,,,
4644,Make decision,37:34.6,Manager-000004,
,,,,
4644,notify reject,47:41.1,Manager-000002,
,,,,
4644,time out,51:14.2,,
,,,,
4644,EVENT 13 END,51:24.2,,
,,,,
4652,Check for completeness,10:49.7,Clerk-000006,
,,,,
4652,New online application received,10:49.7,,
,,,,
4652,Perform checks,45:07.1,Clerk-000002,
,,,,
4652,Make decision,48:36.1,Manager-000005,
,,,,
4652,Notify accept,48:51.6,Manager-000004,
,,,,
4652,Deliver card,50:11.8,Manager-000002,
,,,,
4652,EVENT 13 END,50:20.2,,
,,,,
4655,Check for completeness,19:39.9,Clerk-000003,
,,,,
4655,New online application received,19:39.9,,
,,,,
4655,Request info,30:19.7,Manager-000005,
,,,,
4655,info received,00:51.6,,
,,,,
4655,Check for completeness,01:01.6,Clerk-000001,
,,,,
4655,Perform checks,09:42.0,Clerk-000006,
,,,,
4655,Make decision,10:26.4,Manager-000003,
,,,,
4655,Notify accept,17:52.0,Manager-000002,
,,,,
4655,Deliver card,20:58.4,Manager-000001,
,,,,
4655,EVENT 13 END,30:49.7,,
,,,,
4663,Check for completeness,06:12.9,Clerk-000004,
,,,,
4663,New online application received,06:12.9,,
,,,,
4663,Request info,17:32.0,Manager-000002,
,,,,
4663,info received,23:48.9,,
,,,,
4663,Check for completeness,23:58.9,Clerk-000005,
,,,,
4663,Request info,38:35.0,Manager-000005,
,,,,
4663,info received,56:45.9,,
,,,,
4663,Check for completeness,56:55.9,Clerk-000004,
,,,,
4663,Perform checks,59:37.7,Clerk-000003,
,,,,
4663,Make decision,05:37.2,Manager-000004,
,,,,
4663,notify reject,25:39.7,Manager-000002,
,,,,
4663,time out,37:30.1,,
,,,,
4663,EVENT 13 END,37:40.1,,
,,,,
4667,Check for completeness,15:11.6,Clerk-000004,
,,,,
4667,New online application received,15:11.6,,
,,,,
4667,Request info,18:59.7,Manager-000002,
,,,,
4667,info received,21:10.7,,
,,,,
4667,Check for completeness,21:20.7,Clerk-000003,
,,,,
4667,Request info,30:23.0,Manager-000003,
,,,,
4667,info received,38:49.3,,
,,,,
4667,Check for completeness,38:59.3,Clerk-000001,
,,,,
4667,Perform checks,41:37.1,Clerk-000006,
,,,,
4667,Make decision,42:01.6,Manager-000004,
,,,,
4667,notify reject,43:46.8,Manager-000005,
,,,,
4667,review request received,46:17.0,,
,,,,
4667,Check for completeness,46:27.0,Clerk-000005,
,,,,
4667,Request info,50:29.0,Manager-000002,
,,,,
4667,info received,52:54.9,,
,,,,
4667,Check for completeness,53:04.9,Clerk-000004,
,,,,
4667,Perform checks,09:44.7,Clerk-000003,
,,,,
4667,Make decision,19:18.1,Manager-000003,
,,,,
4667,Notify accept,23:59.6,Manager-000004,
,,,,
4667,Deliver card,36:56.8,Manager-000005,
,,,,
4667,EVENT 13 END,37:13.2,,
,,,,
4675,Check for completeness,25:38.5,Clerk-000004,
,,,,
4675,New online application received,25:38.5,,
,,,,
4675,Request info,31:16.8,Manager-000001,
,,,,
4675,info received,31:38.9,,
,,,,
4675,Check for completeness,31:48.9,Clerk-000002,
,,,,
4675,Request info,45:30.6,Manager-000003,
,,,,
4675,info received,51:14.2,,
,,,,
4675,Check for completeness,51:24.2,Clerk-000004,
,,,,
4675,Perform checks,53:54.2,Clerk-000005,
,,,,
4675,Make decision,56:50.5,Manager-000006,
,,,,
4675,notify reject,13:28.6,Manager-000005,
,,,,
4675,review request received,23:27.1,,
,,,,
4675,Check for completeness,23:37.1,Clerk-000002,
,,,,
4675,Perform checks,34:55.4,Clerk-000006,
,,,,
4675,Make decision,38:49.2,Manager-000006,
,,,,
4675,notify reject,44:40.1,Manager-000004,
,,,,
4675,review request received,52:18.5,,
,,,,
4675,Check for completeness,52:28.5,Clerk-000001,
,,,,
4675,Perform checks,58:00.0,Clerk-000004,
,,,,
4675,Make decision,05:16.5,Manager-000001,
,,,,
4675,Notify accept,20:06.1,Manager-000005,
,,,,
4675,Deliver card,30:48.3,Manager-000006,
,,,,
4675,EVENT 13 END,48:06.7,,
,,,,
4682,Check for completeness,52:35.7,Clerk-000003,
,,,,
4682,New online application received,52:35.7,,
,,,,
4682,Perform checks,54:04.2,Clerk-000002,
,,,,
4682,Make decision,03:11.1,Manager-000002,
,,,,
4682,notify reject,21:42.2,Manager-000001,
,,,,
4682,time out,29:54.9,,
,,,,
4682,EVENT 13 END,30:04.9,,
,,,,
4688,Check for completeness,50:10.2,Clerk-000005,
,,,,
4688,New online application received,50:10.2,,
,,,,
4688,Request info,59:47.7,Manager-000001,
,,,,
4688,info received,08:14.3,,
,,,,
4688,Check for completeness,08:24.3,Clerk-000001,
,,,,
4688,Request info,18:34.4,Manager-000001,
,,,,
4688,info received,21:05.1,,
,,,,
4688,Check for completeness,21:15.1,Clerk-000002,
,,,,
4688,Request info,25:46.1,Manager-000005,
,,,,
4688,info received,54:23.4,,
,,,,
4688,Check for completeness,54:33.4,Clerk-000004,
,,,,
4688,Request info,57:13.7,Manager-000003,
,,,,
4688,info received,02:42.0,,
,,,,
4688,Check for completeness,02:52.0,Clerk-000003,
,,,,
4688,Request info,05:52.8,Manager-000004,
,,,,
4688,info received,11:16.4,,
,,,,
4688,Check for completeness,11:26.4,Clerk-000006,
,,,,
4688,Perform checks,20:45.6,Clerk-000005,
,,,,
4688,Make decision,22:25.3,Manager-000001,
,,,,
4688,Notify accept,42:00.2,Manager-000002,
,,,,
4688,Deliver card,44:03.6,Manager-000006,
,,,,
4688,EVENT 13 END,51:09.2,,
,,,,
4690,Check for completeness,06:54.4,Clerk-000004,
,,,,
4690,New online application received,06:54.4,,
,,,,
4690,Perform checks,20:59.9,Clerk-000003,
,,,,
4690,Make decision,32:54.6,Manager-000001,
,,,,
4690,notify reject,40:37.3,Manager-000002,
,,,,
4690,review request received,50:47.8,,
,,,,
4690,Check for completeness,50:57.8,Clerk-000006,
,,,,
4690,Request info,19:07.5,Manager-000006,
,,,,
4690,info received,30:47.4,,
,,,,
4690,Check for completeness,30:57.4,Clerk-000005,
,,,,
4690,Request info,35:26.5,Manager-000005,
,,,,
4690,info received,35:28.2,,
,,,,
4690,Check for completeness,35:38.2,Clerk-000001,
,,,,
4690,Perform checks,38:16.0,Clerk-000002,
,,,,
4690,Make decision,43:43.2,Manager-000004,
,,,,
4690,Notify accept,57:43.1,Manager-000002,
,,,,
4690,Deliver card,58:31.5,Manager-000006,
,,,,
4690,EVENT 13 END,01:05.5,,
,,,,
4693,Check for completeness,56:02.3,Clerk-000004,
,,,,
4693,New online application received,56:02.3,,
,,,,
4693,Request info,57:13.8,Manager-000004,
,,,,
4693,info received,05:48.3,,
,,,,
4693,Check for completeness,05:58.3,Clerk-000006,
,,,,
4693,Request info,07:29.1,Manager-000006,
,,,,
4693,info received,17:00.2,,
,,,,
4693,Check for completeness,17:10.2,Clerk-000005,
,,,,
4693,Request info,20:43.3,Manager-000002,
,,,,
4693,info received,22:21.7,,
,,,,
4693,Check for completeness,22:31.7,Clerk-000003,
,,,,
4693,Perform checks,24:50.1,Clerk-000001,
,,,,
4693,Make decision,29:56.2,Manager-000003,
,,,,
4693,notify reject,41:24.9,Manager-000001,
,,,,
4693,review request received,52:15.1,,
,,,,
4693,Check for completeness,52:25.1,Clerk-000002,
,,,,
4693,Request info,18:44.7,Manager-000005,
,,,,
4693,info received,35:24.8,,
,,,,
4693,Check for completeness,35:34.8,Clerk-000004,
,,,,
4693,Request info,43:11.8,Manager-000004,
,,,,
4693,info received,48:56.3,,
,,,,
4693,Check for completeness,49:06.3,Clerk-000003,
,,,,
4693,Perform checks,07:56.5,Clerk-000002,
,,,,
4693,Make decision,10:01.2,Manager-000005,
,,,,
4693,Notify accept,13:15.9,Manager-000004,
,,,,
4693,Deliver card,21:00.0,Manager-000006,
,,,,
4693,EVENT 13 END,31:51.7,,
,,,,
4694,Check for completeness,36:55.0,Clerk-000006,
,,,,
4694,New online application received,36:55.0,,
,,,,
4694,Perform checks,45:56.8,Clerk-000005,
,,,,
4694,Make decision,59:03.1,Manager-000006,
,,,,
4694,Notify accept,00:59.1,Manager-000002,
,,,,
4694,Deliver card,05:55.1,Manager-000001,
,,,,
4694,EVENT 13 END,10:07.5,,
,,,,
4699,Check for completeness,00:07.7,Clerk-000001,
,,,,
4699,New online application received,00:07.7,,
,,,,
4699,Perform checks,12:13.0,Clerk-000003,
,,,,
4699,Make decision,30:39.1,Manager-000002,
,,,,
4699,notify reject,39:29.2,Manager-000004,
,,,,
4699,time out,57:31.1,,
,,,,
4699,EVENT 13 END,57:41.1,,
,,,,
4706,Check for completeness,32:16.0,Clerk-000006,
,,,,
4706,New online application received,32:16.0,,
,,,,
4706,Request info,44:59.3,Manager-000002,
,,,,
4706,info received,54:10.8,,
,,,,
4706,Check for completeness,54:20.8,Clerk-000001,
,,,,
4706,Request info,59:13.5,Manager-000001,
,,,,
4706,info received,15:20.4,,
,,,,
4706,Check for completeness,15:30.4,Clerk-000004,
,,,,
4706,Perform checks,26:19.3,Clerk-000005,
,,,,
4706,Make decision,37:39.7,Manager-000004,
,,,,
4706,Notify accept,51:41.1,Manager-000005,
,,,,
4706,Deliver card,53:04.3,Manager-000002,
,,,,
4706,EVENT 13 END,28:36.0,,
,,,,
4710,Check for completeness,17:51.5,Clerk-000006,
,,,,
4710,New online application received,17:51.5,,
,,,,
4710,Perform checks,21:55.1,Clerk-000001,
,,,,
4710,Make decision,24:25.3,Manager-000006,
,,,,
4710,notify reject,24:43.2,Manager-000001,
,,,,
4710,time out,32:07.3,,
,,,,
4710,EVENT 13 END,32:17.3,,
,,,,
4713,Check for completeness,53:21.4,Clerk-000005,
,,,,
4713,New online application received,53:21.4,,
,,,,
4713,Request info,00:51.2,Manager-000002,
,,,,
4713,info received,12:27.2,,
,,,,
4713,Check for completeness,12:37.2,Clerk-000002,
,,,,
4713,Perform checks,23:05.4,Clerk-000004,
,,,,
4713,Make decision,29:59.1,Manager-000005,
,,,,
4713,Notify accept,43:34.7,Manager-000001,
,,,,
4713,Deliver card,54:22.8,Manager-000003,
,,,,
4713,EVENT 13 END,09:37.7,,
,,,,
4714,Check for completeness,44:14.2,Clerk-000006,
,,,,
4714,New online application received,44:14.2,,
,,,,
4714,Perform checks,02:35.2,Clerk-000001,
,,,,
4714,Make decision,09:40.1,Manager-000004,
,,,,
4714,Notify accept,59:54.0,Manager-000006,
,,,,
4714,Deliver card,14:32.6,Manager-000002,
,,,,
4714,EVENT 13 END,27:52.0,,
,,,,
4718,Check for completeness,45:12.0,Clerk-000006,
,,,,
4718,New online application received,45:12.0,,
,,,,
4718,Request info,06:11.0,Manager-000006,
,,,,
4718,info received,06:40.8,,
,,,,
4718,Check for completeness,06:50.8,Clerk-000002,
,,,,
4718,Request info,20:27.4,Manager-000003,
,,,,
4718,info received,22:06.1,,
,,,,
4718,Check for completeness,22:16.1,Clerk-000001,
,,,,
4718,Perform checks,27:25.9,Clerk-000003,
,,,,
4718,Make decision,36:38.9,Manager-000004,
,,,,
4718,Notify accept,46:35.5,Manager-000006,
,,,,
4718,Deliver card,55:00.5,Manager-000003,
,,,,
4718,EVENT 13 END,08:32.7,,
,,,,
4719,Check for completeness,48:59.1,Clerk-000001,
,,,,
4719,New online application received,48:59.1,,
,,,,
4719,Request info,56:39.3,Manager-000004,
,,,,
4719,info received,03:53.6,,
,,,,
4719,Check for completeness,04:03.6,Clerk-000003,
,,,,
4719,Perform checks,05:15.2,Clerk-000005,
,,,,
4719,Make decision,09:08.5,Manager-000005,
,,,,
4719,notify reject,15:35.4,Manager-000001,
,,,,
4719,time out,39:51.1,,
,,,,
4719,EVENT 13 END,40:01.1,,
,,,,
4723,Check for completeness,31:40.7,Clerk-000006,
,,,,
4723,New online application received,31:40.7,,
,,,,
4723,Perform checks,41:18.5,Clerk-000002,
,,,,
4723,Make decision,51:01.9,Manager-000002,
,,,,
4723,notify reject,52:43.8,Manager-000006,
,,,,
4723,time out,18:37.5,,
,,,,
4723,EVENT 13 END,18:47.5,,
,,,,
4736,Check for completeness,58:48.5,Clerk-000002,
,,,,
4736,New online application received,58:48.5,,
,,,,
4736,Perform checks,07:14.6,Clerk-000005,
,,,,
4736,Make decision,14:27.8,Manager-000002,
,,,,
4736,notify reject,16:47.3,Manager-000005,
,,,,
4736,review request received,21:42.2,,
,,,,
4736,Check for completeness,21:52.2,Clerk-000003,
,,,,
4736,Perform checks,30:26.5,Clerk-000001,
,,,,
4736,Make decision,40:53.5,Manager-000004,
,,,,
4736,Notify accept,44:02.1,Manager-000003,
,,,,
4736,Deliver card,44:57.0,Manager-000001,
,,,,
4736,EVENT 13 END,47:28.8,,
,,,,
4739,Check for completeness,46:43.9,Clerk-000006,
,,,,
4739,New online application received,46:43.9,,
,,,,
4739,Request info,52:15.1,Manager-000003,
,,,,
4739,info received,12:10.0,,
,,,,
4739,Check for completeness,12:20.0,Clerk-000003,
,,,,
4739,Request info,22:27.2,Manager-000004,
,,,,
4739,info received,34:02.3,,
,,,,
4739,Check for completeness,34:12.3,Clerk-000002,
,,,,
4739,Perform checks,04:32.1,Clerk-000001,
,,,,
4739,Make decision,06:16.6,Manager-000004,
,,,,
4739,notify reject,10:51.2,Manager-000006,
,,,,
4739,time out,22:19.1,,
,,,,
4739,EVENT 13 END,22:29.1,,
,,,,
4742,Check for completeness,56:28.3,Clerk-000005,
,,,,
4742,New online application received,56:28.3,,
,,,,
4742,Request info,59:26.5,Manager-000003,
,,,,
4742,info received,05:42.6,,
,,,,
4742,Check for completeness,05:52.6,Clerk-000003,
,,,,
4742,Request info,18:51.0,Manager-000003,
,,,,
4742,info received,26:30.0,,
,,,,
4742,Check for completeness,26:40.0,Clerk-000002,
,,,,
4742,Request info,45:21.3,Manager-000001,
,,,,
4742,info received,48:22.7,,
,,,,
4742,Check for completeness,48:32.7,Clerk-000004,
,,,,
4742,Perform checks,03:24.1,Clerk-000001,
,,,,
4742,Make decision,08:07.2,Manager-000003,
,,,,
4742,notify reject,10:05.7,Manager-000005,
,,,,
4742,time out,11:42.8,,
,,,,
4742,EVENT 13 END,11:52.8,,
,,,,
4745,Check for completeness,18:00.5,Clerk-000005,
,,,,
4745,New online application received,18:00.5,,
,,,,
4745,Request info,35:07.0,Manager-000004,
,,,,
4745,info received,52:15.9,,
,,,,
4745,Check for completeness,52:25.9,Clerk-000003,
,,,,
4745,Request info,13:21.5,Manager-000006,
,,,,
4745,info received,18:49.7,,
,,,,
4745,Check for completeness,18:59.7,Clerk-000002,
,,,,
4745,Request info,50:36.9,Manager-000003,
,,,,
4745,info received,12:39.2,,
,,,,
4745,Check for completeness,12:49.2,Clerk-000006,
,,,,
4745,Request info,35:44.1,Manager-000002,
,,,,
4745,info received,37:10.6,,
,,,,
4745,Check for completeness,37:20.6,Clerk-000002,
,,,,
4745,Perform checks,41:09.6,Clerk-000003,
,,,,
4745,Make decision,21:23.5,Manager-000005,
,,,,
4745,Notify accept,28:23.6,Manager-000004,
,,,,
4745,Deliver card,30:29.7,Manager-000003,
,,,,
4745,EVENT 13 END,35:15.5,,
,,,,
4753,Check for completeness,51:08.9,Clerk-000005,
,,,,
4753,New online application received,51:08.9,,
,,,,
4753,Perform checks,56:58.4,Clerk-000002,
,,,,
4753,Make decision,57:21.4,Manager-000004,
,,,,
4753,notify reject,03:40.4,Manager-000001,
,,,,
4753,review request received,13:01.5,,
,,,,
4753,Check for completeness,13:11.5,Clerk-000003,
,,,,
4753,Request info,14:36.3,Manager-000006,
,,,,
4753,info received,23:13.3,,
,,,,
4753,Check for completeness,23:23.3,Clerk-000002,
,,,,
4753,Perform checks,24:04.3,Clerk-000001,
,,,,
4753,Make decision,26:28.9,Manager-000001,
,,,,
4753,notify reject,31:26.0,Manager-000003,
,,,,
4753,review request received,36:02.3,,
,,,,
4753,Check for completeness,36:12.3,Clerk-000004,
,,,,
4753,Perform checks,57:06.7,Clerk-000005,
,,,,
4753,Make decision,10:50.0,Manager-000004,
,,,,
4753,notify reject,19:35.0,Manager-000005,
,,,,
4753,review request received,25:30.3,,
,,,,
4753,Check for completeness,25:40.3,Clerk-000001,
,,,,
4753,Perform checks,46:08.9,Clerk-000006,
,,,,
4753,Make decision,51:20.6,Manager-000002,
,,,,
4753,notify reject,54:50.8,Manager-000001,
,,,,
4753,review request received,20:56.0,,
,,,,
4753,Check for completeness,21:06.0,Clerk-000004,
,,,,
4753,Perform checks,29:50.2,Clerk-000003,
,,,,
4753,Make decision,49:32.7,Manager-000004,
,,,,
4753,Notify accept,50:12.8,Manager-000003,
,,,,
4753,Deliver card,50:20.2,Manager-000005,
,,,,
4753,EVENT 13 END,18:03.6,,
,,,,
4761,Check for completeness,09:20.3,Clerk-000003,
,,,,
4761,New online application received,09:20.3,,
,,,,
4761,Request info,27:22.1,Manager-000001,
,,,,
4761,info received,28:57.7,,
,,,,
4761,Check for completeness,29:07.7,Clerk-000004,
,,,,
4761,Request info,45:25.2,Manager-000005,
,,,,
4761,info received,16:47.6,,
,,,,
4761,Check for completeness,16:57.6,Clerk-000001,
,,,,
4761,Request info,23:23.9,Manager-000001,
,,,,
4761,info received,24:08.6,,
,,,,
4761,Check for completeness,24:18.6,Clerk-000003,
,,,,
4761,Perform checks,24:41.4,Clerk-000006,
,,,,
4761,Make decision,28:57.2,Manager-000004,
,,,,
4761,Notify accept,36:46.7,Manager-000003,
,,,,
4761,Deliver card,50:52.2,Manager-000002,
,,,,
4761,EVENT 13 END,58:34.2,,
,,,,
4767,Check for completeness,32:20.8,Clerk-000004,
,,,,
4767,New online application received,32:20.8,,
,,,,
4767,Request info,34:46.9,Manager-000005,
,,,,
4767,info received,35:16.7,,
,,,,
4767,Check for completeness,35:26.7,Clerk-000002,
,,,,
4767,Request info,41:19.8,Manager-000004,
,,,,
4767,info received,48:29.4,,
,,,,
4767,Check for completeness,48:39.4,Clerk-000005,
,,,,
4767,Request info,58:44.8,Manager-000003,
,,,,
4767,info received,06:53.0,,
,,,,
4767,Check for completeness,07:03.0,Clerk-000003,
,,,,
4767,Request info,19:17.4,Manager-000006,
,,,,
4767,info received,20:18.9,,
,,,,
4767,Check for completeness,20:28.9,Clerk-000004,
,,,,
4767,Perform checks,21:39.3,Clerk-000001,
,,,,
4767,Make decision,30:46.7,Manager-000003,
,,,,
4767,notify reject,46:57.0,Manager-000006,
,,,,
4767,time out,47:58.3,,
,,,,
4767,EVENT 13 END,48:08.3,,
,,,,
4772,Check for completeness,04:27.9,Clerk-000002,
,,,,
4772,New online application received,04:27.9,,
,,,,
4772,Request info,07:17.1,Manager-000004,
,,,,
4772,info received,15:19.6,,
,,,,
4772,Check for completeness,15:29.6,Clerk-000005,
,,,,
4772,Request info,20:30.0,Manager-000003,
,,,,
4772,info received,41:54.4,,
,,,,
4772,Check for completeness,42:04.4,Clerk-000003,
,,,,
4772,Request info,49:50.6,Manager-000002,
,,,,
4772,info received,07:23.1,,
,,,,
4772,Check for completeness,07:33.1,Clerk-000004,
,,,,
4772,Request info,21:43.5,Manager-000001,
,,,,
4772,info received,37:56.5,,
,,,,
4772,Check for completeness,38:06.5,Clerk-000006,
,,,,
4772,Perform checks,53:05.6,Clerk-000002,
,,,,
4772,Make decision,15:41.4,Manager-000003,
,,,,
4772,Notify accept,23:06.8,Manager-000006,
,,,,
4772,Deliver card,39:56.3,Manager-000002,
,,,,
4772,EVENT 13 END,14:26.4,,
,,,,
4773,Check for completeness,58:53.1,Clerk-000005,
,,,,
4773,New online application received,58:53.1,,
,,,,
4773,Request info,02:23.8,Manager-000004,
,,,,
4773,info received,31:36.2,,
,,,,
4773,Check for completeness,31:46.2,Clerk-000001,
,,,,
4773,Perform checks,34:24.8,Clerk-000003,
,,,,
4773,Make decision,43:08.3,Manager-000005,
,,,,
4773,notify reject,47:31.7,Manager-000003,
,,,,
4773,time out,59:13.4,,
,,,,
4773,EVENT 13 END,59:23.4,,
,,,,
4780,Check for completeness,57:05.4,Clerk-000004,
,,,,
