Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
4228.0,Check for completeness,2025-05-31 09:26:42,Clerk-000004,,1,Request info,Random swap,,,
4228.0,Request info,2025-05-31 11:52:48,Manager-000006,,0,,,,,
4228.0,Request info,2025-05-31 11:52:48,Manager-000006,,1,Check for completeness,Random swap,,,
4228.0,Make decision,2025-05-31 12:24:00,Manager-000002,,0,,,,,
4228.0,info received,2025-05-31 15:40:24,,,0,,,,,
4228.0,Check for completeness,2025-05-31 15:50:24,Clerk-000003,,0,,,,,
4228.0,Request info,NaT,Manager-000004,,0,,,,,
4228.0,Notify accept,NaT,Manager-000005,,0,,,,,
4228.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4228.0,New online application received,NaT,,,0,,,,,
4228.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4228.0,info received,NaT,,,0,,,,,
4228.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4228.0,Deliver card,NaT,Manager-000006,,0,,,,,
4228.0,Make decision,NaT,Manager-000004,,0,,,,,
4228.0,notify reject,NaT,Manager-000001,,0,,,,,
4228.0,EVENT 13 END,NaT,,,0,,,,,
4228.0,Request info,NaT,Manager-000004,,1,Notify accept,Random swap,,,
4228.0,Notify accept,NaT,Manager-000005,,1,Request info,Random swap,,,
4228.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
4232.0,Make decision,2025-05-31 05:18:54,Manager-000002,,0,,,,,
4232.0,Make decision,2025-05-31 05:18:54,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
4232.0,Check for completeness,2025-05-31 09:51:12,Clerk-000003,,0,,,,,
4232.0,New online application received,2025-05-31 09:51:12,,,0,,,,,
4232.0,Request info,2025-05-31 12:57:24,Manager-000006,,0,,,,,
4232.0,notify reject,2025-05-31 18:34:54,Manager-000001,,0,,,,,
4232.0,notify reject,2025-05-31 21:06:42,Manager-000004,,0,,,,,
4232.0,notify reject,2025-05-31 21:06:42,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
4232.0,review request received,NaT,,,0,,,,,
4232.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4232.0,time out,NaT,,,0,,,,,
4232.0,EVENT 13 END,NaT,,,0,,,,,
4232.0,info received,NaT,,,0,,,,,
4232.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4232.0,Request info,NaT,Manager-000004,,0,,,,,
4232.0,Request info,NaT,Manager-000002,,0,,,,,
4232.0,info received,NaT,,,0,,,,,
4232.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4232.0,info received,NaT,,,0,,,,,
4232.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4232.0,Perform checks,NaT,Clerk-000001,,0,,,,,
4232.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4232.0,Make decision,NaT,Manager-000005,,0,,,,,
4232.0,Request info,NaT,Manager-000004,,1,Request info,Random delete (for augmentation only),,,
4232.0,Check for completeness,NaT,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
4232.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4232.0,Check for completeness,NaT,Clerk-000004,,1,info received,Random swap,,,
4233.0,Check for completeness,2025-05-31 14:52:36,Clerk-000006,,0,,,,,
4233.0,New online application received,2025-05-31 14:52:36,,,0,,,,,
4233.0,Perform checks,2025-05-31 16:46:06,Clerk-000003,,0,,,,,
4233.0,Make decision,NaT,Manager-000003,,0,,,,,
4233.0,notify reject,NaT,Manager-000006,,0,,,,,
4233.0,time out,NaT,,,0,,,,,
4233.0,EVENT 13 END,NaT,,,0,,,,,
4233.0,notify reject,NaT,Manager-000006,,1,time out,Random swap,,,
4233.0,time out,NaT,,,1,notify reject,Random swap,,,
4238.0,info received,2025-05-31 04:40:36,,,0,,,,,
4238.0,info received,2025-05-31 04:40:36,,,1,info received,Random delete (for augmentation only),,,
4238.0,Check for completeness,2025-05-31 04:50:36,Clerk-000004,,0,,,,,
4238.0,Request info,2025-05-31 05:26:30,Manager-000005,,0,,,,,
4238.0,Request info,2025-05-31 05:26:30,Manager-000005,,1,info received,Random swap,,,
4238.0,info received,2025-05-31 09:12:06,,,0,,,,,
4238.0,info received,2025-05-31 09:12:06,,,1,Request info,Random swap,,,
4238.0,Check for completeness,2025-05-31 09:22:06,Clerk-000006,,0,,,,,
4238.0,Perform checks,2025-05-31 10:04:30,Clerk-000005,,0,,,,,
4238.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4238.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4238.0,New online application received,NaT,,,0,,,,,
4238.0,Make decision,NaT,Manager-000001,,0,,,,,
4238.0,Make decision,NaT,Manager-000002,,0,,,,,
4238.0,Notify accept,NaT,Manager-000006,,0,,,,,
4238.0,Request info,NaT,Manager-000006,,0,,,,,
4238.0,Deliver card,NaT,Manager-000002,,0,,,,,
4238.0,notify reject,NaT,Manager-000004,,0,,,,,
4238.0,review request received,NaT,,,0,,,,,
4238.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4238.0,EVENT 13 END,NaT,,,0,,,,,
4238.0,Make decision,NaT,Manager-000002,,1,Notify accept,Random swap,,,
4238.0,Notify accept,NaT,Manager-000006,,1,Make decision,Random swap,,,
4238.0,Notify accept,NaT,Manager-000006,,1,Notify accept,Random delete (for augmentation only),,,
4239.0,Request info,2025-05-31 02:06:00,Manager-000004,,0,,,,,
4239.0,Request info,2025-05-31 16:09:42,Manager-000003,,0,,,,,
4239.0,Make decision,2025-05-31 19:53:48,Manager-000002,,0,,,,,
4239.0,Make decision,2025-05-31 19:53:48,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
4239.0,notify reject,NaT,Manager-000003,,0,,,,,
4239.0,time out,NaT,,,0,,,,,
4239.0,EVENT 13 END,NaT,,,0,,,,,
4239.0,info received,NaT,,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4239.0,Request info,NaT,Manager-000006,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4239.0,New online application received,NaT,,,0,,,,,
4239.0,info received,NaT,,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4239.0,info received,NaT,,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4239.0,Request info,NaT,Manager-000003,,0,,,,,
4239.0,info received,NaT,,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4239.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4239.0,Request info,NaT,Manager-000005,,0,,,,,
4239.0,info received,NaT,,,0,,,,,
4239.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4239.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4239.0,Check for completeness,NaT,Clerk-000003,,1,info received,Random swap,,,
4239.0,EVENT 13 END,NaT,,,1,info received,Random swap,,,
4239.0,info received,NaT,,,1,EVENT 13 END,Random swap,,,
4239.0,info received,NaT,,,1,info received,Random delete (for augmentation only),,,
4240.0,Perform checks,2025-05-31 04:01:30,Clerk-000003,,0,,,,,
4240.0,Perform checks,2025-05-31 04:01:30,Clerk-000003,,1,Make decision,Random swap,,,
4240.0,Make decision,2025-05-31 05:47:12,Manager-000005,,0,,,,,
4240.0,Make decision,2025-05-31 05:47:12,Manager-000005,,1,Perform checks,Random swap,,,
4240.0,Notify accept,2025-05-31 15:36:24,Manager-000001,,0,,,,,
4240.0,Deliver card,2025-05-31 17:53:24,Manager-000003,,0,,,,,
4240.0,EVENT 13 END,2025-05-31 18:39:54,,,0,,,,,
4240.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4240.0,New online application received,NaT,,,0,,,,,
4244.0,Notify accept,2025-05-31 05:32:42,Manager-000005,,0,,,,,
4244.0,Check for completeness,2025-05-31 14:08:42,Clerk-000005,,0,,,,,
4244.0,New online application received,2025-05-31 14:08:42,,,0,,,,,
4244.0,Request info,2025-05-31 14:46:18,Manager-000006,,0,,,,,
4244.0,Request info,2025-05-31 16:06:42,Manager-000006,,0,,,,,
4244.0,info received,2025-05-31 17:40:30,,,0,,,,,
4244.0,Check for completeness,2025-05-31 17:50:30,Clerk-000004,,0,,,,,
4244.0,info received,2025-05-31 18:06:42,,,0,,,,,
4244.0,info received,2025-05-31 18:06:42,,,1,Check for completeness,Random swap,,,
4244.0,Check for completeness,2025-05-31 18:16:42,Clerk-000003,,0,,,,,
4244.0,Check for completeness,2025-05-31 18:16:42,Clerk-000003,,1,info received,Random swap,,,
4244.0,Check for completeness,2025-05-31 18:16:42,Clerk-000003,,1,Request info,Random swap,,,
4244.0,Request info,2025-05-31 23:27:00,Manager-000001,,0,,,,,
4244.0,Request info,2025-05-31 23:27:00,Manager-000001,,1,Check for completeness,Random swap,,,
4244.0,info received,NaT,,,0,,,,,
4244.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4244.0,Request info,NaT,Manager-000004,,0,,,,,
4244.0,Deliver card,NaT,Manager-000006,,0,,,,,
4244.0,EVENT 13 END,NaT,,,0,,,,,
4244.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4244.0,info received,NaT,,,0,,,,,
4244.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4244.0,Make decision,NaT,Manager-000002,,0,,,,,
4244.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4244.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
4244.0,Check for completeness,NaT,Clerk-000001,,1,Request info,Random swap,,,
4244.0,Request info,NaT,Manager-000004,,1,Check for completeness,Random swap,,,
4244.0,Perform checks,NaT,Clerk-000002,,1,info received,Random swap,,,
4244.0,info received,NaT,,,1,Perform checks,Random swap,,,
4251.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4251.0,New online application received,NaT,,,0,,,,,
4251.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4251.0,Make decision,NaT,Manager-000003,,0,,,,,
4251.0,notify reject,NaT,Manager-000004,,0,,,,,
4251.0,time out,NaT,,,0,,,,,
4251.0,EVENT 13 END,NaT,,,0,,,,,
4251.0,Check for completeness,NaT,Clerk-000003,,1,New online application received,Random swap,,,
4251.0,New online application received,NaT,,,1,Check for completeness,Random swap,,,
4257.0,Deliver card,2025-05-31 11:10:24,Manager-000006,,0,,,,,
4257.0,Deliver card,2025-05-31 11:10:24,Manager-000006,,1,Deliver card,Random delete (for augmentation only),,,
4257.0,EVENT 13 END,2025-05-31 13:17:00,,,0,,,,,
4257.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4257.0,New online application received,NaT,,,0,,,,,
4257.0,Perform checks,NaT,Clerk-000004,,0,,,,,
4257.0,Make decision,NaT,Manager-000005,,0,,,,,
4257.0,Notify accept,NaT,Manager-000004,,0,,,,,
4257.0,Notify accept,NaT,Manager-000004,,1,Notify accept,Random delete (for augmentation only),,,
4276.0,Notify accept,2025-05-31 05:41:12,Manager-000006,,0,,,,,
4276.0,Deliver card,2025-05-31 07:12:48,Manager-000005,,0,,,,,
4276.0,EVENT 13 END,2025-05-31 17:29:12,,,0,,,,,
4276.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4276.0,New online application received,NaT,,,0,,,,,
4276.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4276.0,Make decision,NaT,Manager-000004,,0,,,,,
4276.0,Make decision,NaT,Manager-000004,,1,Make decision,Random delete (for augmentation only),,,
4276.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
4277.0,Deliver card,2025-05-31 01:34:12,Manager-000006,,0,,,,,
4277.0,EVENT 13 END,2025-05-31 02:17:06,,,0,,,,,
4277.0,Perform checks,2025-05-31 17:01:00,Clerk-000004,,0,,,,,
4277.0,Perform checks,2025-05-31 17:01:00,Clerk-000004,,1,Make decision,Random swap,,,
4277.0,Make decision,2025-05-31 20:20:48,Manager-000001,,0,,,,,
4277.0,Make decision,2025-05-31 20:20:48,Manager-000001,,1,Perform checks,Random swap,,,
4277.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4277.0,New online application received,NaT,,,0,,,,,
4277.0,Notify accept,NaT,Manager-000004,,0,,,,,
4277.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
4287.0,Deliver card,2025-05-31 00:00:42,Manager-000005,,0,,,,,
4287.0,Request info,2025-05-31 01:40:48,Manager-000006,,0,,,,,
4287.0,Request info,2025-05-31 01:40:48,Manager-000006,,1,EVENT 13 END,Random swap,,,
4287.0,EVENT 13 END,2025-05-31 05:23:18,,,0,,,,,
4287.0,EVENT 13 END,2025-05-31 05:23:18,,,1,Request info,Random swap,,,
4287.0,info received,NaT,,,0,,,,,
4287.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4287.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4287.0,Make decision,NaT,Manager-000004,,0,,,,,
4287.0,Notify accept,NaT,Manager-000001,,0,,,,,
4287.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4287.0,New online application received,NaT,,,0,,,,,
4287.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4287.0,Check for completeness,NaT,Clerk-000006,,1,info received,Random swap,,,
4287.0,Notify accept,NaT,Manager-000001,,1,Check for completeness,Random swap,,,
4287.0,Check for completeness,NaT,Clerk-000001,,1,Notify accept,Random swap,,,
4290.0,time out,2025-05-31 06:39:48,,,0,,,,,
4290.0,EVENT 13 END,2025-05-31 06:49:48,,,0,,,,,
4290.0,Check for completeness,2025-05-31 19:10:48,Clerk-000002,,0,,,,,
4290.0,New online application received,2025-05-31 19:10:48,,,0,,,,,
4290.0,Check for completeness,2025-05-31 19:10:48,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
4290.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4290.0,Make decision,NaT,Manager-000002,,0,,,,,
4290.0,notify reject,NaT,Manager-000004,,0,,,,,
4294.0,Make decision,2025-05-31 13:02:42,Manager-000005,,0,,,,,
4294.0,info received,2025-05-31 13:08:12,,,0,,,,,
4294.0,Check for completeness,2025-05-31 13:18:12,Clerk-000005,,0,,,,,
4294.0,notify reject,2025-05-31 17:16:06,Manager-000004,,0,,,,,
4294.0,Make decision,2025-05-31 17:55:12,Manager-000002,,0,,,,,
4294.0,Make decision,2025-05-31 17:55:12,Manager-000002,,1,Make decision,Random delete (for augmentation only),,,
4294.0,Perform checks,2025-05-31 17:57:24,Clerk-000004,,0,,,,,
4294.0,Perform checks,2025-05-31 17:57:24,Clerk-000004,,1,Perform checks,Random delete (for augmentation only),,,
4294.0,Make decision,2025-05-31 18:29:54,Manager-000006,,0,,,,,
4294.0,time out,NaT,,,0,,,,,
4294.0,EVENT 13 END,NaT,,,0,,,,,
4294.0,notify reject,NaT,Manager-000002,,0,,,,,
4294.0,review request received,NaT,,,0,,,,,
4294.0,notify reject,NaT,Manager-000005,,0,,,,,
4294.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4294.0,review request received,NaT,,,0,,,,,
4294.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4294.0,Request info,NaT,Manager-000001,,0,,,,,
4294.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4294.0,New online application received,NaT,,,0,,,,,
4294.0,Perform checks,NaT,Clerk-000002,,0,,,,,
4294.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4294.0,review request received,NaT,,,1,Check for completeness,Random swap,,,
4294.0,Check for completeness,NaT,Clerk-000001,,1,review request received,Random swap,,,
4294.0,Request info,NaT,Manager-000001,,1,Check for completeness,Random swap,,,
4294.0,Check for completeness,NaT,Clerk-000004,,1,Request info,Random swap,,,
4295.0,EVENT 13 END,2025-05-31 04:05:18,,,0,,,,,
4295.0,info received,2025-05-31 15:27:12,,,0,,,,,
4295.0,Check for completeness,2025-05-31 15:37:12,Clerk-000006,,0,,,,,
4295.0,Request info,2025-05-31 16:54:12,Manager-000001,,0,,,,,
4295.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4295.0,New online application received,NaT,,,0,,,,,
4295.0,Request info,NaT,Manager-000004,,0,,,,,
4295.0,info received,NaT,,,0,,,,,
4295.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4295.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4295.0,Request info,NaT,Manager-000003,,0,,,,,
4295.0,Make decision,NaT,Manager-000006,,0,,,,,
4295.0,info received,NaT,,,0,,,,,
4295.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4295.0,Notify accept,NaT,Manager-000001,,0,,,,,
4295.0,Deliver card,NaT,Manager-000005,,0,,,,,
4295.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4295.0,Check for completeness,NaT,Clerk-000003,,1,info received,Random swap,,,
4297.0,Check for completeness,2025-05-31 08:12:12,Clerk-000002,,0,,,,,
4297.0,New online application received,2025-05-31 08:12:12,,,0,,,,,
4297.0,Request info,2025-05-31 23:06:24,Manager-000002,,0,,,,,
4297.0,info received,NaT,,,0,,,,,
4297.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4297.0,info received,NaT,,,0,,,,,
4297.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4297.0,Request info,NaT,Manager-000003,,0,,,,,
4297.0,Perform checks,NaT,Clerk-000001,,0,,,,,
4297.0,Make decision,NaT,Manager-000005,,0,,,,,
4297.0,notify reject,NaT,Manager-000004,,0,,,,,
4297.0,time out,NaT,,,0,,,,,
4297.0,EVENT 13 END,NaT,,,0,,,,,
4297.0,Make decision,NaT,Manager-000005,,1,Make decision,Random delete (for augmentation only),,,
4297.0,notify reject,NaT,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
4302.0,notify reject,NaT,Manager-000005,,0,,,,,
4302.0,time out,NaT,,,0,,,,,
4302.0,EVENT 13 END,NaT,,,0,,,,,
4302.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4302.0,New online application received,NaT,,,0,,,,,
4302.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4302.0,Make decision,NaT,Manager-000006,,0,,,,,
4302.0,time out,NaT,,,1,time out,Random delete (for augmentation only),,,
4305.0,info received,2025-05-31 04:42:36,,,0,,,,,
4305.0,Check for completeness,2025-05-31 04:52:36,Clerk-000004,,0,,,,,
4305.0,Perform checks,2025-05-31 07:32:30,Clerk-000006,,0,,,,,
4305.0,Perform checks,2025-05-31 07:32:30,Clerk-000006,,1,Perform checks,Random delete (for augmentation only),,,
4305.0,Check for completeness,2025-05-31 10:23:30,Clerk-000001,,0,,,,,
4305.0,New online application received,2025-05-31 10:23:30,,,0,,,,,
4305.0,New online application received,2025-05-31 10:23:30,,,1,Make decision,Random swap,,,
4305.0,Make decision,NaT,Manager-000006,,0,,,,,
4305.0,Notify accept,NaT,Manager-000003,,0,,,,,
4305.0,Request info,NaT,Manager-000004,,0,,,,,
4305.0,Deliver card,NaT,Manager-000002,,0,,,,,
4305.0,EVENT 13 END,NaT,,,0,,,,,
4305.0,Make decision,NaT,Manager-000006,,1,New online application received,Random swap,,,
4311.0,info received,2025-05-31 09:58:36,,,0,,,,,
4311.0,Check for completeness,2025-05-31 10:08:36,Clerk-000006,,0,,,,,
4311.0,Perform checks,2025-05-31 23:15:12,Clerk-000001,,0,,,,,
4311.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4311.0,New online application received,NaT,,,0,,,,,
4311.0,Make decision,NaT,Manager-000003,,0,,,,,
4311.0,Notify accept,NaT,Manager-000006,,0,,,,,
4311.0,Deliver card,NaT,Manager-000002,,0,,,,,
4311.0,Request info,NaT,Manager-000001,,0,,,,,
4311.0,EVENT 13 END,NaT,,,0,,,,,
4311.0,Request info,NaT,Manager-000001,,1,EVENT 13 END,Random swap,,,
4311.0,EVENT 13 END,NaT,,,1,Request info,Random swap,,,
4311.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
4322.0,Deliver card,2025-05-31 02:50:42,Manager-000004,,0,,,,,
4322.0,Make decision,NaT,Manager-000006,,0,,,,,
4322.0,EVENT 13 END,NaT,,,0,,,,,
4322.0,Notify accept,NaT,Manager-000002,,0,,,,,
4322.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4322.0,New online application received,NaT,,,0,,,,,
4322.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4322.0,New online application received,NaT,,,1,Perform checks,Random swap,,,
4322.0,Perform checks,NaT,Clerk-000003,,1,New online application received,Random swap,,,
4323.0,time out,2025-05-31 02:12:00,,,0,,,,,
4323.0,EVENT 13 END,2025-05-31 02:22:00,,,0,,,,,
4323.0,Check for completeness,2025-05-31 06:06:12,Clerk-000001,,0,,,,,
4323.0,New online application received,2025-05-31 06:06:12,,,0,,,,,
4323.0,Request info,2025-05-31 22:07:42,Manager-000001,,0,,,,,
4323.0,info received,NaT,,,0,,,,,
4323.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4323.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4323.0,Make decision,NaT,Manager-000003,,0,,,,,
4323.0,notify reject,NaT,Manager-000005,,0,,,,,
4323.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4323.0,Check for completeness,NaT,Clerk-000006,,1,info received,Random swap,,,
4330.0,Perform checks,2025-05-31 02:23:06,Clerk-000001,,0,,,,,
4330.0,Perform checks,2025-05-31 02:23:06,Clerk-000001,,1,Perform checks,Random delete (for augmentation only),,,
4330.0,Make decision,2025-05-31 03:11:24,Manager-000004,,0,,,,,
4330.0,info received,2025-05-31 05:48:48,,,0,,,,,
4330.0,Check for completeness,2025-05-31 05:58:48,Clerk-000006,,0,,,,,
4330.0,Check for completeness,2025-05-31 05:58:48,Clerk-000006,,1,Check for completeness,Random delete (for augmentation only),,,
4330.0,EVENT 13 END,2025-05-31 06:25:54,,,0,,,,,
4330.0,Notify accept,2025-05-31 19:48:24,Manager-000003,,0,,,,,
4330.0,Notify accept,2025-05-31 19:48:24,Manager-000003,,1,Notify accept,Random delete (for augmentation only),,,
4330.0,Deliver card,2025-05-31 19:54:12,Manager-000005,,0,,,,,
4330.0,notify reject,2025-05-31 20:28:00,Manager-000003,,0,,,,,
4330.0,Request info,NaT,Manager-000001,,0,,,,,
4330.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4330.0,New online application received,NaT,,,0,,,,,
4330.0,info received,NaT,,,0,,,,,
4330.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
4330.0,Request info,NaT,Manager-000001,,0,,,,,
4330.0,Request info,NaT,Manager-000005,,0,,,,,
4330.0,info received,NaT,,,0,,,,,
4330.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
4330.0,review request received,NaT,,,0,,,,,
4330.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4330.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4330.0,Make decision,NaT,Manager-000001,,0,,,,,
4333.0,review request received,2025-05-31 00:19:42,,,0,,,,,
4333.0,Check for completeness,2025-05-31 00:29:42,Clerk-000005,,0,,,,,
4333.0,review request received,2025-05-31 03:17:00,,,0,,,,,
4333.0,Check for completeness,2025-05-31 03:27:00,Clerk-000002,,0,,,,,
4333.0,EVENT 13 END,2025-05-31 09:28:06,,,0,,,,,
4333.0,EVENT 13 END,2025-05-31 09:28:06,,,1,EVENT 13 END,Random delete (for augmentation only),,,
4333.0,Perform checks,2025-05-31 10:27:12,Clerk-000005,,0,,,,,
4333.0,Perform checks,NaT,Clerk-000006,,0,,,,,
4333.0,Make decision,NaT,Manager-000004,,0,,,,,
4333.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4333.0,New online application received,NaT,,,0,,,,,
4333.0,Perform checks,NaT,Clerk-000001,,0,,,,,
4333.0,Make decision,NaT,Manager-000003,,0,,,,,
4333.0,Notify accept,NaT,Manager-000001,,0,,,,,
4333.0,Deliver card,NaT,Manager-000006,,0,,,,,
4333.0,Make decision,NaT,Manager-000004,,0,,,,,
4333.0,notify reject,NaT,Manager-000006,,0,,,,,
4333.0,notify reject,NaT,Manager-000004,,0,,,,,
4333.0,Perform checks,NaT,Clerk-000001,,1,Make decision,Random swap,,,
4333.0,Make decision,NaT,Manager-000003,,1,Perform checks,Random swap,,,
4333.0,Make decision,NaT,Manager-000003,,1,Notify accept,Random swap,,,
4333.0,Notify accept,NaT,Manager-000001,,1,Make decision,Random swap,,,
4336.0,Notify accept,NaT,Manager-000005,,0,,,,,
4336.0,Deliver card,NaT,Manager-000006,,0,,,,,
4336.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
4336.0,New online application received,NaT,,,0,,,,,
4336.0,EVENT 13 END,NaT,,,0,,,,,
4336.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4336.0,Make decision,NaT,Manager-000004,,0,,,,,
4336.0,EVENT 13 END,NaT,,,1,Perform checks,Random swap,,,
4336.0,Perform checks,NaT,Clerk-000003,,1,EVENT 13 END,Random swap,,,
4344.0,Make decision,2025-05-31 00:41:18,Manager-000001,,0,,,,,
4344.0,Make decision,2025-05-31 00:41:18,Manager-000001,,1,Make decision,Random delete (for augmentation only),,,
4344.0,Check for completeness,2025-05-31 05:33:06,Clerk-000002,,0,,,,,
4344.0,New online application received,2025-05-31 05:33:06,,,0,,,,,
4344.0,Check for completeness,2025-05-31 05:33:06,Clerk-000002,,1,New online application received,Random swap,,,
4344.0,New online application received,2025-05-31 05:33:06,,,1,Check for completeness,Random swap,,,
4344.0,Request info,2025-05-31 06:33:06,Manager-000001,,0,,,,,
4344.0,Request info,2025-05-31 06:33:06,Manager-000001,,1,Request info,Random delete (for augmentation only),,,
4344.0,Make decision,2025-05-31 09:04:06,Manager-000002,,0,,,,,
4344.0,Make decision,2025-05-31 09:04:06,Manager-000002,,1,Request info,Random swap,,,
4344.0,Request info,2025-05-31 09:16:54,Manager-000006,,0,,,,,
4344.0,Request info,2025-05-31 09:16:54,Manager-000006,,1,Make decision,Random swap,,,
4344.0,info received,2025-05-31 18:16:06,,,0,,,,,
4344.0,Check for completeness,2025-05-31 18:26:06,Clerk-000003,,0,,,,,
4344.0,time out,2025-05-31 22:21:00,,,0,,,,,
4344.0,EVENT 13 END,2025-05-31 22:31:00,,,0,,,,,
4344.0,notify reject,NaT,Manager-000005,,0,,,,,
4344.0,info received,NaT,,,0,,,,,
4344.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
4344.0,Request info,NaT,Manager-000002,,0,,,,,
4344.0,notify reject,NaT,Manager-000003,,0,,,,,
4344.0,review request received,NaT,,,0,,,,,
4344.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4344.0,info received,NaT,,,0,,,,,
4344.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
4344.0,Perform checks,NaT,Clerk-000005,,0,,,,,
4344.0,Perform checks,NaT,Clerk-000003,,0,,,,,
4344.0,Request info,NaT,Manager-000003,,0,,,,,
4344.0,info received,NaT,,,0,,,,,
4344.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
4344.0,Request info,NaT,Manager-000003,,1,info received,Random swap,,,
4344.0,info received,NaT,,,1,Request info,Random swap,,,
4344.0,info received,NaT,,,1,Check for completeness,Random swap,,,
4344.0,Check for completeness,NaT,Clerk-000006,,1,info received,Random swap,,,
4350.0,Make decision,2025-05-31 00:13:00,Manager-000006,,0,,,,,
4350.0,Make decision,2025-05-31 09:07:06,Manager-000005,,0,,,,,
4350.0,notify reject,2025-05-31 09:10:06,Manager-000003,,0,,,,,
4350.0,review request received,2025-05-31 10:41:06,,,0,,,,,
4350.0,review request received,2025-05-31 10:41:06,,,1,review request received,Random delete (for augmentation only),,,
4350.0,Check for completeness,2025-05-31 10:51:06,Clerk-000006,,0,,,,,
4350.0,Request info,NaT,Manager-000004,,0,,,,,
4350.0,notify reject,NaT,Manager-000003,,0,,,,,
